content;score;date;version;app_name;sentiment_label;sentiment_score;PIX;Login/Autenticação;Performance;Interface/Usabilidade;Empréstimos/Crédito;Pagamentos/Boletos;Saldo/Extrato;Atendimento;Cadastro/Conta;Investimentos;Segurança;Notificações;Questões geográficas;Placas/Veículos;Tarifas/Cobranças;Outros
Toda vez que vou usar é um erro diferente que não deixa entrar no app! Agora é o erro 901! Não é possível!;1;2025-12-12 13:18:04;4.73.1;Bradesco;negative;0.870873212814331;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
App sem acesso desde o horário da manhã;1;2025-12-12 13:16:46;4.73.1;Bradesco;negative;0.6904616951942444;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
O que está acontecendo com o app hoje 12/12 não funciona nem a poder do mestre dos magos. Que caos é este???;1;2025-12-12 13:16:45;;Bradesco;negative;0.9295848608016968;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
que arrependimento por ter aberto uma conta nesse banco devia ter continuado no Santander tava bem mais feliz e sem estresse. pior fiz o cancelamento da conta pois é uma das piores contas que tá tive e simplesmente e até para fazer esse cancelamento é essa dor de cabeça. Bradesco nunca mais;1;2025-12-12 13:16:24;4.74.0;Bradesco;negative;0.9345142245292664;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
app sem funcionar.;2;2025-12-12 13:16:17;4.74.0;Bradesco;negative;0.7695047855377197;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Cheio de bugs, agora mesmo estou impedido de acessar a minha conta e pagar boletos por conta de um bug que impede o meu acesso e diz que o aplicativo está passando por correção. Assim fica difícil né Bradesco...;1;2025-12-12 13:16:04;4.73.1;Bradesco;negative;0.9271643757820128;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
O app deixou de funcionar a manhã toda informando que está em manutenção.. há alguns dias, foi avisado que ocorreria uma atualização, mas devido a isso, estou tentando a manhã toda entrar na conta para realizar pagamento via Pix e não consigo.;1;2025-12-12 13:15:35;4.74.0;Bradesco;negative;0.7052043676376343;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Horrível. Pior app de banco que existe. Vc tem dinheiro e não pode usar, passando vergonha, pois o app da erro.;1;2025-12-12 13:14:59;4.74.0;Bradesco;negative;0.9570311903953552;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
app com problema não entra;1;2025-12-12 13:14:20;4.74.0;Bradesco;negative;0.7136233448982239;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
mais de 7horas sem poder utilizar o app. impossibilitando diversas transações necessárias;1;2025-12-12 13:14:12;4.73.1;Bradesco;negative;0.8722787499427795;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
So vive dando problema p abrir estou a uma hora para abrir o app vou fazer portabilidade pq ninguem aguenta esse app, hoje 12/12/2025 o app está fora de uso desde cedo atrapalhando a minha vida , nem recebo pelo Bradesco recebo pelo Itaú e coloco o dinheiro no Bradesco, nao vou fazer mas isso pq o Bradesco fica largando a gente na mão, Deus me livre;1;2025-12-12 13:14:05;4.73.1;Bradesco;negative;0.8969021439552307;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Simplesmente o pior app de instituição financeira. Funcionalidades fracas, sem falar na falta de conexão que acontece com muita frequência.;1;2025-12-12 13:13:45;4.73.1;Bradesco;negative;0.9568283557891846;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
no momento está muito ruim o aplicativo, não consigo acessar desde de manhã que está em manutenção;1;2025-12-12 13:12:33;4.74.0;Bradesco;negative;0.9234336614608764;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
precisa melhorar mais o aplicativo sempre fica fora do sistema;1;2025-12-12 13:12:24;4.73.1;Bradesco;negative;0.8026090264320374;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ATENÇÃO SRS ADM DO APP. Hj dia 12/12/2025 o app ficou a manhã inteira fora do ar e ja são 13hs e nada. E o pior é que ninguém dá prazo para o cliente. Resolvam ai porfavor.;3;2025-12-12 13:12:23;4.73.1;Bradesco;negative;0.885349690914154;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
O aplicativo não está conectando a horas, preciso acessar a minha conta e simplesmente não abre, poderiam dar um prazo para a solução do problema?;1;2025-12-12 13:11:58;4.74.0;Bradesco;negative;0.7246308326721191;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
tá difícil já tem 1 mês que app na funciona direito todos dias esta fora do ar hj msm meu pagamento caiu na conta não consigo acesso aplicativo e uma vergonha pra ser uma branco grande deveria ter um aplicativo auxiliar pra gente não fica com nosso dinheiro preso no banco não ter acesso preciso realizar uma pagamento como Fasso isso falta de responsabilidade do banco ....;1;2025-12-12 13:11:43;4.73.1;Bradesco;negative;0.9362128973007202;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
App fora do ar...só transtorno e prejuízo;1;2025-12-12 13:11:42;4.73.1;Bradesco;negative;0.9320670366287231;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Aplicativo saiu do ar, e não voltou.;1;2025-12-12 13:11:13;4.73.1;Bradesco;negative;0.6541953086853027;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Não está abrindo o app e não tem atualização para fazer.;3;2025-12-12 13:10:50;4.73.1;Bradesco;negative;0.5944479703903198;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
nossa o aplicativo não está funcionando, brincadeira viu;1;2025-12-12 13:10:29;4.73.1;Bradesco;negative;0.8330305218696594;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
aplicativo lixo, só dá erro, experiência 0 com esse app;1;2025-12-12 13:10:01;4.74.0;Bradesco;negative;0.9509391784667968;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
estou em emergência e não tem como abrir o aplicativo só tenho dinheiro no Bradesco nem cartão tenho .;1;2025-12-12 13:09:44;4.74.0;Bradesco;negative;0.699184238910675;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
aplicativo não tá abrindo? pode verificar;3;2025-12-12 13:09:38;4.73.1;Bradesco;negative;0.5975866913795471;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
12 de dezembro, o dia em que o APP do Bradesco parou e deixou milhões de pessoas sem 1 real, sem possibilidades de utilização do seu próprio dinheiro depositado no banco.;1;2025-12-12 13:09:04;4.74.0;Bradesco;negative;0.7771966457366943;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Tá difícil. Desde manhã o app fora do ar. É uma vergonha...;1;2025-12-12 13:08:53;4.74.0;Bradesco;negative;0.9524729251861572;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
está horrível desde ontem;1;2025-12-12 13:08:14;4.74.0;Bradesco;negative;0.9492329359054564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
lixo;1;2025-12-12 13:07:34;4.73.1;Bradesco;negative;0.8599581718444824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Já me deixou na mão duas vezes, da um bug e fica fora do ar. Vou ter que mudar de banco.;3;2025-12-12 13:07:32;4.74.0;Bradesco;negative;0.906402051448822;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Pior app de banco. Trava muito, é pesado e demorado para qualquer tarefa.;1;2025-12-12 13:07:07;4.74.0;Bradesco;negative;0.9423198699951172;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
App em manutenção mais de 6h nos deixando sem condições de acesso e pagamento por pix. Isso é inadmissível.;1;2025-12-12 13:07:04;4.73.1;Bradesco;negative;0.9093992710113524;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
instabilidade no aplicativo, resolvam logo;1;2025-12-12 13:06:17;4.73.1;Bradesco;negative;0.8598273396492004;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Hoje dia, 12/12 de 2025, aplicativo completamente com defeito. Não tá abrindo;1;2025-12-12 13:04:38;4.73.1;Bradesco;negative;0.7651967406272888;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
app toda hora fica fora de sistema.;2;2025-12-12 13:04:00;4.73.1;Bradesco;negative;0.8036782741546631;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
app muito ruim demora muita a manutenção;1;2025-12-12 13:03:51;4.73.1;Bradesco;negative;0.9352786540985109;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
por anos fiquei sem usar esse banco por ser um banco sem uma boa estrutura voltei usar a 4 dias e hoje passei a maior vergonha tava eu em um restaurante comi na hora de pagar o aplicativo estava fora do ar tive que entrar pedir dinheiro emprestado a família pra pagar o restaurante;1;2025-12-12 13:03:43;;Bradesco;negative;0.9317753911018372;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
hoje não consegui acessar o APP da minha conta. algum motivo pra instabilidade?;3;2025-12-12 13:03:39;4.74.0;Bradesco;negative;0.8265331387519836;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
app vive em manutenção. deixa os clientes na mão;1;2025-12-12 13:03:21;4.74.0;Bradesco;negative;0.6368132829666138;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Não está funcionando o app;1;2025-12-12 13:02:42;4.73.1;Bradesco;negative;0.7287231087684631;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
app está sempre fora do ar.. erros de acesso e demora pra voltar a funcionar! muito prejuízo pro cliente.;1;2025-12-12 13:02:37;4.73.1;Bradesco;negative;0.9400297403335572;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
BRA gasta uma fortuna em marketing e economiza no desenvolvimento do app, problemas de performance e controle de acesso persistem.;1;2025-12-12 13:02:29;4.73.1;Bradesco;negative;0.7054322957992554;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Muito erro;1;2025-12-12 13:02:24;4.73.1;Bradesco;negative;0.9168453812599182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
aplicativo está ruim;5;2025-12-12 13:02:08;;Bradesco;negative;0.8750007152557373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Está fora do ar, e meu dinheiro está preso.;1;2025-12-12 13:01:48;4.74.0;Bradesco;negative;0.854337215423584;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
não estou conseguindo acessar no meu aplicativo Bradesco;5;2025-12-12 13:01:37;4.74.0;Bradesco;negative;0.785901665687561;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
o Brasil possui muitos bancos grandes e famosos. Dentre eles, o Bradesco é sem dúvida o pior. App sub otimizado, atendentes na agência que não podem fazer nada por você, te obrigando a usar um app lento, bvrr0 e bugado. Hoje 12/12/25 o app não está abrindo. Há horas. fujam desse banco como se fossem vampiros fugindo da cruz;1;2025-12-12 13:00:52;4.74.0;Bradesco;negative;0.9459671974182128;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
não tá tá pegando desde manhã app estou perdendo milhões nessa falha;1;2025-12-12 13:00:39;;Bradesco;negative;0.9138704538345336;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ultimamente tem apresentado falhas e não consigo acessar minha conta pelo celular. Já foi melhor;2;2025-12-12 12:59:30;4.74.0;Bradesco;negative;0.8723752498626709;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Aplicativo apresentando erro, não abre por nada!!!!;3;2025-12-12 12:58:51;4.73.1;Bradesco;negative;0.8885030746459961;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
esse app uma vez ou outra sempre da problema, hoje mesmo de novo tá acontecendo isso.;2;2025-12-12 12:58:45;4.73.1;Bradesco;negative;0.8860085010528564;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
apk tá sem acesso desde as 5:00 da madruga;3;2025-12-12 12:57:52;4.74.0;Bradesco;negative;0.7675445675849915;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
MT ruim tá dando um problema dêsdas 7 HR as da manhã até AGR ND fala pra pedir ajuda pra ia nao sabe fazer ND n ajuda manda ligar um número de ajuda lá ninguém responde;1;2025-12-12 12:57:51;4.58.0;Bradesco;negative;0.9106467962265016;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
fui pagar minha refeição em um restaurante e o APK me deixou. na mão dizendo que estava enfrentando problemas;1;2025-12-12 12:56:44;4.30.3;Bradesco;negative;0.7934114336967468;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
frequentemente inacessível, sai da caixa por isso 🤬;1;2025-12-12 12:56:17;4.74.0;Bradesco;negative;0.9265363216400146;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
esse banco tá péssimo vou trocar de banco;1;2025-12-12 12:56:02;4.73.1;Bradesco;negative;0.938563883304596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
trava de mais muitas vezes também não conseguo entrar como hoje;4;2025-12-12 12:55:12;4.74.0;Bradesco;negative;0.8883930444717407;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Sou correntista do banco Bradesco, estou tentando entrar na minha conta desde às 7:00 da manhã e não estou conseguindo. Já tentei entrar em contato com com eles, mas eles não dão resolução e nenhuma previsão de retorno para o problema.;1;2025-12-12 12:55:06;4.73.1;Bradesco;negative;0.6953964233398438;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
nossa o aplicativo tá insuportável não consigo acessar minha conta;1;2025-12-12 12:55:05;4.74.0;Bradesco;negative;0.941399097442627;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
App só vive dando erro, vamos melhorar isso aí. Hoje precisei fazer transação e o app não abre de jeito nenhum, e contínua assim.🤦🏻‍♀️;4;2025-12-12 12:54:03;4.74.0;Bradesco;negative;0.8778440356254578;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
que horas vai estar disponível o app até agora não abre 🤦🏾‍♂️;5;2025-12-12 12:53:32;4.73.1;Bradesco;negative;0.6566988825798035;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
aplicativo muito instável;1;2025-12-12 12:52:36;4.74.0;Bradesco;negative;0.9575141072273254;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Se o Bradesco põe nossas transações em um Aplicativo, seria interessante que tivesse a capacidade de deixá-lo sempre ativo. Estou o dia inteiro tentando pagar as contas e nao consigo. Vai arcar com os prejuízos causados?;1;2025-12-12 12:52:34;4.74.0;Bradesco;negative;0.8562734723091125;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
Hoje a 12/12/2025, e desde o dia 11/12/2025 que o app não funciona. Nós clientes estamos sem receber e sem pagar via smartphone porque o aplicativo simplesmente não dá acesso. Se já era ruim, o aplicativo conseguiu ficar pior.;1;2025-12-12 12:51:55;4.73.1;Bradesco;negative;0.9234030842781068;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
É um bom Aplicativo de Banco, mas de vez enquando deixa a gente na mão, por exemplo hoje, estou precisando pagar umas contas e ele não está funcionando;3;2025-12-12 12:51:47;4.74.0;Bradesco;negative;0.8355455994606018;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
só fica dando problema,toda hora o aplicativo dando um erro e ficando completamente inútil;2;2025-12-12 12:51:11;4.74.0;Bradesco;negative;0.9212956428527832;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
como que pode simplesmente o app sair do ar !? aí vamos comprar algo e pra fazer o Pix não dá aí passamos por transtornos e constrangimento, por isso , prefiro os bancos digitais, é complicado;1;2025-12-12 12:49:18;4.73.1;Bradesco;negative;0.8551895618438721;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
travado o aplicativo não estou conseguindo acessar hoje desde o início do dia, aparece uma mensagem que a equipe está tentando fazer voltar a funcionar, mas faz mais de uma hora que não não consigo;1;2025-12-12 12:48:45;4.74.0;Bradesco;negative;0.8602536916732788;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Bom apps,mas muita oferta de crédito no sms e nos recados,enche o saco hoje mesmo está fora do ar,sem acesso a conta pelo app fui até o banco mas não foi resolvido;1;2025-12-12 12:48:16;4.74.0;Bradesco;negative;0.9371010661125184;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0
o que está acontecendo que o app não abre?;3;2025-12-12 12:47:46;4.73.1;Bradesco;negative;0.6271050572395325;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
app parou de funcionar de vez agora ,ja a uma semana vinha dando problemas;5;2025-12-12 12:47:45;4.74.0;Bradesco;negative;0.8318988084793091;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Será que não não dá pra vocês mexerem no app pela madrugada quando ninguém está usando?;1;2025-12-12 12:47:26;4.73.1;Bradesco;negative;0.5783763527870178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
aplicativo trava toda hora do nada para de funcionar e fica o dia todo sem funcionamento;1;2025-12-12 12:46:11;4.73.1;Bradesco;negative;0.8214823603630066;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
hj tá dando problema não consigo entrar no aplicativo do banco;1;2025-12-12 12:45:56;;Bradesco;negative;0.8384174704551697;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tá fora do ar e apresenta falhas esporádicas que outros apps não apresentam, estou até pedindo a portabilidade do meu salário p outra instituição.;2;2025-12-12 12:45:45;4.73.1;Bradesco;negative;0.9167007207870485;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
app é bom só que no dia 12/12/2025 deixou eu em dificuldadae, nao funcionou e me prejudicou nos meus afazeres e poderia ter mandado mensagem avisando que nesta data eealizaria manutenção;2;2025-12-12 12:45:41;4.73.1;Bradesco;negative;0.9247559309005736;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
app com problema desde as 08hs e nada de solução, inacreditável isso, e as contas não esperam, como fica os justos, o Bradesco vai me ressarcir?;1;2025-12-12 12:45:33;4.73.1;Bradesco;negative;0.9390727281570436;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
muitas falhas.;1;2025-12-12 12:44:37;4.73.1;Bradesco;negative;0.9015543460845948;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
meu app fica dando erro;1;2025-12-12 12:44:18;4.72.0;Bradesco;negative;0.8381580710411072;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
TD vida é uma perturbação com este app quase TD semana em manutenção;1;2025-12-12 12:42:00;;Bradesco;negative;0.9351064562797546;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
O App não abre p ver saldo e para passar um pix qdo mais precisamos. péssimo serviço!;2;2025-12-12 12:41:50;4.73.1;Bradesco;negative;0.9343314170837402;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Depois desta última atualização o app ficou horrível. Fica mais fora do ar e agora não aceita ter duas contas no mesmo celular. Enquanto que nos bancos digitais o acesso é bem mais fácil.;1;2025-12-12 12:41:41;4.74.0;Bradesco;negative;0.9437313675880432;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
ruim trava já é a segunda vez,da anterior fiquei sem acesso a conta e ao dinheiro 5 dias.;2;2025-12-12 12:41:28;;Bradesco;negative;0.8725135326385498;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
frequentemente o app sai do ar, principalmente em dias críticos para pagarmos as contas. infelizmente não dá mais pra deixar o dinheiro do mês no Bradesco, sob risco de atrasar o pagamento das contas.;1;2025-12-12 12:41:07;4.74.0;Bradesco;negative;0.8882966637611389;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
Aplicativo só funciona nao abre nem pra fazer consulta. Se o Bradesco tem muitos clientes então tem que ter um aplicativo que atenda a demanda do número de clientes. Atualmente o Bradesco está deixando a desejar, oferecendo um mau atendimento aos seus correntista. aplicativo esta com problemas na conexão.;1;2025-12-12 12:39:44;4.73.1;Bradesco;negative;0.9076164960861206;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
esse banco fica só com instabilidade não estou podendo mexer no meu dinheiro.na hora abri vou cancelar essa conta o banco rum trava muito e lento;1;2025-12-12 12:39:27;4.74.0;Bradesco;negative;0.922761619091034;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
o aplicativo está fora desde 06:30 da manhã não consigo fazer pagamento nem Pix o que está acontecendo, está preso meu dinheiro e o banco não conseguiu até agora resolver o problema, isso e um descaso com o cliente;1;2025-12-12 12:39:17;4.74.0;Bradesco;negative;0.9099835753440856;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
ruin três dias sem conseguir acesso;1;2025-12-12 12:38:42;4.73.1;Bradesco;negative;0.7532387971878052;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
muito ruim ultimamente o aplicativo anda com problema e ninguém pra resolver nada;2;2025-12-12 12:38:24;4.74.0;Bradesco;negative;0.9299057126045228;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
app travado não avisam ,contas p pagar e nada desde manhã nem telefones atendem falar mas o que;1;2025-12-12 12:37:54;4.73.1;Bradesco;negative;0.8538113832473755;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
péssima, tuda vez que eu preciso fazer um Pix, simplesmente o aplicativo não responde;1;2025-12-12 12:37:27;4.73.1;Bradesco;negative;0.895353376865387;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
cada dia fica pior, desde ontem que não funciona;1;2025-12-12 12:37:21;4.74.0;Bradesco;negative;0.919745922088623;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
app não tá funcionando nesse momento gostaria que resolvesse agora estou precisando urgente mesmo de mandar um dinheiro é o bando não estar funcionando;1;2025-12-12 12:37:06;;Bradesco;negative;0.8233484029769897;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
por favor verificar o app, pois está acontecendo alguns problemas de funcionamento. hj mesmo não consegui abrir o aplicativo, pois aparece que está em manutenção.;4;2025-12-12 12:35:54;;Bradesco;negative;0.734687328338623;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
várias vezes sai fora do ar e muitas vezes na hora de fazer pagamentos , pior experiência de banco que eu tive.;1;2025-12-12 12:35:37;4.73.1;Bradesco;negative;0.9272026419639589;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
poxa pleno aplicativo de banco entra em manutenção toda hora.. tem dia q acabo atrasando pagamento de faturas ou deixando de comprar alguma coisa pq o app não abre. diz.. estamos em manutenção tente mais tarde.. p quem só usa o app como eu.. fica complicado.. Agora por ex.. está em manutenção. tive q ligar p central p saber se meu dinheiro tinha caído na conta. absurdo isso.. quero pagar uma coisa online vou ter de esperar.. agora infelizmente vou transferir o máximo q puder p outra conta.;2;2025-12-12 12:34:58;4.73.1;Bradesco;negative;0.867397129535675;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0
app muitas vezes fora do ar;1;2025-12-12 12:34:37;4.74.0;Bradesco;negative;0.7272006273269653;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
App muito instável sempre dando erro quando tento entrar.;1;2025-12-12 12:31:29;4.74.0;Bradesco;negative;0.9359443187713624;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Aplicativo tá péssimo, não consigo nem entrar.👎🏾;1;2025-12-12 12:31:13;4.73.1;Bradesco;negative;0.9436323046684264;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Código de erro 901 após a atualização, nada funciona.;1;2025-12-12 12:30:27;4.74.0;Bradesco;negative;0.6154156923294067;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Excelente em ser uma ferramenta feita pra dificultar todas as operações que executa. Conta salário: fieram cartão e seguro sem eu solicitar, custei a cancelar; quando fui fazer a portabilidade pra outro banco, o Bradesco não permitiu, então fui entrar pra fazer o PIX e o app está fora do ar a horas e o atendimento da Bia simplesmente é você conversar com uma porta. Força Bia!";1;2025-12-12 12:30:25;4.73.1;Bradesco;negative;0.4428659677505493;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0
preciso paga às minhas contas e o aplicativo não tá funcionando;5;2025-12-12 12:30:08;4.73.1;Bradesco;negative;0.7568350434303284;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
desde manhã até agora no almoço sem poder entrar na conta, afff;1;2025-12-12 12:29:04;4.73.1;Bradesco;negative;0.8816754221916199;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
O aplicativo era perfeito. Mas agora vive fora do ar.;3;2025-12-12 12:28:53;;Bradesco;negative;0.8382478952407837;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
HORRÍVEL ESSE APLICATIVO, VOU FAZER PORTABILIDADE 😡😡😡😡;1;2025-12-12 12:28:23;4.74.0;Bradesco;negative;0.9577937722206116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
mudei app muito instável;3;2025-12-12 12:27:55;4.74.0;Bradesco;negative;0.940886616706848;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Meu aplicativo não abre . vcs estão mandando esperar. preciso com urgência do aplicativo aberto.;3;2025-12-12 12:27:14;4.74.0;Bradesco;negative;0.7490366697311401;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Várias vezes a gente vai usar e dá mensagem que está fora e não conseguimos fazer nada. já perdi vendas por causa do Pix não funcionar. Um banco nesse porte e tem um aplicativo horrível que trava e não funciona.;2;2025-12-12 12:26:50;4.73.1;Bradesco;negative;0.9310132265090942;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
o app não está funcionando;1;2025-12-12 12:26:34;4.73.1;Bradesco;negative;0.7842236757278442;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
pior banco pra ter ,só fica em manutenção toda semana deixa a gente na mão ,não consigo pagar minhas contas um lixo de app não baixem ele ,procurem outro banco;1;2025-12-12 12:26:13;4.74.0;Bradesco;negative;0.9430580735206604;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
O App n está abrindo;2;2025-12-12 12:25:57;4.74.0;Bradesco;negative;0.7206522822380066;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Pra mim já deu...fui ao centro comprar e quando chegou a hora de pagar lá o app do banco não tava funcionando o dinheiro tá todinho nessa conta me sinto prejudicada gastei dinheiro de Uber atoa 🙄 vou para outro banco;1;2025-12-12 12:25:31;4.73.1;Bradesco;negative;0.9350265860557556;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
o que está acontecendo?desde manhã tentando acessar o aplicativo e só dá erro que falta de respeito é essa com cliente.;2;2025-12-12 12:24:08;4.74.0;Bradesco;negative;0.9224841594696044;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
nao estou conseguindo acessar minha conta;1;2025-12-12 12:23:57;4.73.1;Bradesco;negative;0.8021548390388489;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Não está funcionando.;1;2025-12-12 12:23:53;4.74.0;Bradesco;negative;0.8264951705932617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Mais uma sexta feira sem sistema pqp...;1;2025-12-12 12:23:19;4.73.1;Bradesco;negative;0.9403069615364076;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
hora que funciona não tenho oque reclamar mais vem dando falhas de uns dias para ka;3;2025-12-12 12:23:16;4.74.0;Bradesco;negative;0.7373737096786499;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
péssimo aplicativo esse do Bradesco;1;2025-12-12 12:23:10;4.73.1;Bradesco;negative;0.9361783266067504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
sempre dá problema;1;2025-12-12 12:23:05;4.73.1;Bradesco;negative;0.7902408838272095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
